matricula_id,genero_id,edad,rango_edad_id,anio_ingreso,semestre_ingreso,institucion_id,carrera_id,via_ingreso_id,comuna_id
525682,1,23,2,2019,Primer semestre,6,70,5,147
525693,2,33,4,2021,Primer semestre,14,81,5,147
525760,1,23,2,2018,Primer semestre,11,190,5,147
525789,1,21,2,2019,Primer semestre,10,214,5,147
525816,2,22,2,2018,Primer semestre,1,8,5,147
525938,1,27,3,2020,Primer semestre,13,60,3,147
525951,2,22,2,2018,Primer semestre,1,53,5,147
525952,2,20,2,2021,Primer semestre,11,319,2,147
526055,1,19,1,2020,Primer semestre,10,211,5,147
526183,1,23,2,2017,Primer semestre,10,57,6,147
526216,2,21,2,2019,Primer semestre,11,220,5,147
526387,1,19,1,2021,Primer semestre,10,207,5,147
526447,2,24,2,2015,Primer semestre,10,77,5,147
526579,2,22,2,2019,Primer semestre,1,1,5,147
526608,2,55,6,2020,Primer semestre,15,127,1,147
526610,2,27,3,2020,Primer semestre,2,246,5,147
526713,2,27,3,2014,Primer semestre,9,74,5,147
526856,1,23,2,2019,Primer semestre,10,57,4,147
526857,2,22,2,2017,Primer semestre,10,214,5,147
526865,2,19,1,2021,Primer semestre,6,132,5,147
526947,1,29,3,2021,Primer semestre,3,253,9,147
526949,1,19,1,2021,Primer semestre,11,61,5,147
526973,2,24,2,2017,Primer semestre,13,232,5,147
527211,2,24,2,2021,Primer semestre,1,288,5,147
527220,2,41,6,2019,Primer semestre,13,64,5,147
527255,2,20,2,2019,Primer semestre,6,149,5,147
527296,2,19,1,2020,Primer semestre,7,110,5,147
527392,1,22,2,2017,Primer semestre,13,151,5,147
527516,1,19,1,2021,Primer semestre,10,318,5,147
527520,2,21,2,2020,Primer semestre,6,115,5,147
527554,2,21,2,2020,Primer semestre,11,78,5,147
527571,1,19,1,2021,Primer semestre,10,213,5,147
527593,2,18,1,2021,Primer semestre,10,63,5,147
527698,1,19,1,2020,Primer semestre,1,23,5,147
527705,2,21,2,2019,Primer semestre,11,312,5,147
527710,2,27,3,2021,Primer semestre,8,226,5,147
527780,2,30,4,2021,Primer semestre,8,228,5,147
527971,1,24,2,2017,Primer semestre,10,185,5,147
527999,1,24,2,2021,Primer semestre,8,304,5,147
528205,2,21,2,2021,Primer semestre,8,297,5,147
528250,2,32,4,2019,Primer semestre,9,43,5,147
528449,2,39,5,2021,Primer semestre,3,256,9,147
528485,2,19,1,2021,Primer semestre,6,144,5,147
528583,2,33,4,2021,Primer semestre,6,71,5,147
528614,1,29,3,2019,Primer semestre,6,142,5,147
528651,2,22,2,2019,Primer semestre,9,59,5,147
528681,2,19,1,2021,Primer semestre,1,9,9,147
528758,2,20,2,2019,Primer semestre,11,312,5,147
528786,2,32,4,2018,Primer semestre,11,312,5,147
528949,1,19,1,2021,Primer semestre,2,272,5,147
528968,1,34,4,2021,Primer semestre,7,295,5,147
528992,1,39,5,2018,Primer semestre,13,32,5,147
529003,1,20,2,2021,Primer semestre,6,3,1,147
529046,1,29,3,2018,Primer semestre,6,144,5,147
529134,1,34,4,2019,Primer semestre,6,71,5,147
529189,2,22,2,2018,Primer semestre,13,32,5,147
529197,2,24,2,2015,Primer semestre,10,30,10,147
529228,1,24,2,2018,Primer semestre,11,319,2,147
529274,2,19,1,2021,Primer semestre,13,32,5,147
529348,2,29,3,2020,Primer semestre,2,262,5,147
529476,1,21,2,2018,Primer semestre,10,214,5,147
529614,1,53,6,2021,Primer semestre,7,295,5,147
529618,1,23,2,2017,Primer semestre,11,319,5,147
529627,1,21,2,2019,Primer semestre,11,190,5,147
529628,1,21,2,2021,Primer semestre,7,295,5,147
529656,1,23,2,2018,Primer semestre,11,209,5,147
529681,1,26,3,2020,Primer semestre,1,309,5,147
529698,2,27,3,2015,Segundo semestre,10,77,3,147
529941,1,19,1,2021,Primer semestre,1,1,5,147
529994,1,20,2,2020,Primer semestre,2,279,5,147
529995,1,21,2,2019,Primer semestre,10,185,5,147
530110,2,22,2,2020,Primer semestre,5,280,5,147
530131,1,22,2,2019,Primer semestre,10,39,5,147
530134,1,24,2,2017,Primer semestre,10,185,4,147
530150,2,23,2,2017,Primer semestre,9,5,5,147
530278,2,39,5,2011,Primer semestre,9,5,5,147
530347,2,22,2,2017,Primer semestre,10,113,5,147
530364,2,35,5,2021,Primer semestre,1,54,5,147
530458,1,19,1,2021,Primer semestre,13,232,5,147
530515,2,19,1,2021,Primer semestre,6,70,5,147
530888,1,24,2,2016,Primer semestre,9,33,5,147
530938,1,21,2,2021,Primer semestre,1,308,9,147
530947,1,32,4,2021,Primer semestre,2,267,5,147
530962,1,27,3,2018,Primer semestre,10,63,5,147
530964,1,22,2,2019,Primer semestre,10,210,5,147
530975,1,29,3,2020,Primer semestre,6,71,3,147
531081,2,19,1,2021,Primer semestre,6,132,5,147
531093,2,22,2,2021,Primer semestre,1,53,5,147
531123,1,21,2,2020,Primer semestre,11,61,5,147
531239,2,23,2,2019,Primer semestre,5,97,5,147
531293,1,21,2,2019,Primer semestre,10,211,6,147
531321,1,22,2,2020,Primer semestre,1,321,5,147
531477,2,20,2,2021,Primer semestre,9,5,5,147
531617,2,18,1,2021,Primer semestre,1,290,5,147
531649,1,21,2,2021,Primer semestre,6,70,1,147
531667,1,24,2,2017,Primer semestre,9,183,5,147
531676,2,19,1,2021,Primer semestre,11,312,5,147
531729,1,20,2,2019,Primer semestre,6,70,5,147
531755,2,19,1,2020,Primer semestre,6,149,5,147
531793,1,22,2,2019,Primer semestre,9,183,5,147
532048,2,22,2,2021,Primer semestre,7,72,1,147
532079,2,23,2,2017,Primer semestre,11,190,5,147
532119,1,21,2,2021,Primer semestre,13,64,5,147
532153,1,20,2,2019,Primer semestre,10,211,5,147
532205,1,20,2,2020,Primer semestre,10,82,5,147
532227,1,28,3,2021,Primer semestre,5,296,5,147
532271,2,20,2,2019,Primer semestre,6,136,5,147
532283,1,23,2,2018,Primer semestre,10,318,5,147
532333,1,23,2,2017,Primer semestre,10,214,5,147
532510,1,25,3,2017,Primer semestre,15,108,5,147
532557,2,36,5,2018,Primer semestre,14,34,5,147
532786,2,19,1,2020,Primer semestre,1,12,5,147
532787,1,21,2,2018,Primer semestre,10,63,5,147
532854,1,31,4,2021,Primer semestre,4,283,5,147
532868,1,19,1,2021,Primer semestre,10,213,6,147
532910,1,31,4,2019,Primer semestre,9,183,5,147
532917,2,27,3,2018,Primer semestre,9,183,5,147
532921,2,26,3,2019,Primer semestre,8,226,5,147
532970,2,30,4,2019,Primer semestre,6,18,3,147
533000,1,19,1,2020,Primer semestre,2,279,5,147
533099,2,18,1,2021,Primer semestre,1,290,5,147
533245,1,23,2,2018,Primer semestre,5,120,5,147
533273,1,24,2,2018,Primer semestre,10,57,4,147
533275,2,27,3,2020,Primer semestre,8,301,5,147
533323,1,21,2,2020,Primer semestre,5,296,5,147
533358,2,19,1,2021,Primer semestre,13,60,5,147
533515,2,34,4,2017,Primer semestre,4,21,5,147
533590,2,35,5,2019,Primer semestre,6,20,5,147
533704,2,23,2,2017,Primer semestre,6,20,5,147
533718,2,23,2,2019,Primer semestre,1,54,2,147
533761,2,29,3,2015,Primer semestre,13,151,5,147
533772,2,24,2,2019,Primer semestre,6,150,5,147
533832,1,22,2,2021,Primer semestre,11,314,5,147
533868,1,36,5,2019,Segundo semestre,11,255,2,147
533872,2,19,1,2021,Primer semestre,10,205,11,147
533930,2,23,2,2017,Primer semestre,9,83,5,147
533938,2,23,2,2019,Primer semestre,6,149,5,147
533963,2,19,1,2020,Primer semestre,5,280,5,147
533968,2,22,2,2017,Primer semestre,11,220,5,147
533974,1,19,1,2021,Primer semestre,10,63,5,147
534002,1,18,1,2021,Primer semestre,11,190,5,147
534097,2,20,2,2019,Primer semestre,6,137,5,147
534144,1,23,2,2019,Primer semestre,10,211,5,147
534174,1,24,2,2015,Primer semestre,9,33,5,147
534264,2,44,6,2020,Primer semestre,13,35,5,147
534311,1,27,3,2021,Primer semestre,15,124,3,147
534403,1,34,4,2021,Primer semestre,10,92,5,147
534458,1,26,3,2014,Primer semestre,13,60,5,147
534487,1,24,2,2017,Primer semestre,11,188,5,147
534488,1,23,2,2021,Primer semestre,10,213,2,147
534496,2,23,2,2019,Primer semestre,10,113,5,147
534654,1,19,1,2021,Primer semestre,8,304,5,147
534657,2,19,1,2021,Primer semestre,10,143,5,147
534666,1,19,1,2021,Primer semestre,7,131,5,147
534682,1,21,2,2021,Primer semestre,8,227,5,147
534745,1,30,4,2015,Primer semestre,13,60,5,147
534818,1,23,2,2018,Primer semestre,15,317,5,147
534819,1,23,2,2017,Primer semestre,13,232,5,147
534831,2,46,6,2015,Primer semestre,1,13,5,147
534849,1,24,2,2018,Primer semestre,2,272,5,147
534922,1,22,2,2020,Primer semestre,11,319,5,147
534981,1,21,2,2021,Primer semestre,6,71,3,147
534982,2,20,2,2020,Primer semestre,10,77,5,147
535027,1,18,1,2021,Primer semestre,11,231,5,147
535132,2,27,3,2021,Primer semestre,2,68,5,147
535216,2,20,2,2019,Primer semestre,9,83,5,147
535249,2,36,5,2004,Primer semestre,9,183,5,147
535307,1,43,6,2021,Primer semestre,13,35,5,147
535312,1,26,3,2016,Primer semestre,9,59,5,147
535368,2,22,2,2019,Primer semestre,6,142,5,147
535369,1,22,2,2019,Primer semestre,7,241,5,147
535394,1,23,2,2018,Primer semestre,10,77,5,147
535412,1,24,2,2018,Primer semestre,7,89,5,147
535494,2,19,1,2021,Primer semestre,8,303,5,147
535558,2,20,2,2020,Primer semestre,10,216,5,147
535610,2,27,3,2020,Primer semestre,8,227,5,147
535618,2,30,4,2021,Primer semestre,8,306,5,147
535649,1,31,4,2019,Primer semestre,15,106,3,147
535790,2,19,1,2021,Primer semestre,6,138,5,147
535836,2,23,2,2017,Primer semestre,11,84,5,147
535838,1,19,1,2020,Primer semestre,9,74,5,147
535931,1,23,2,2020,Primer semestre,7,241,5,147
535980,1,23,2,2019,Primer semestre,10,211,5,147
536012,2,36,5,2021,Primer semestre,5,280,5,147
536164,1,22,2,2019,Primer semestre,2,222,5,147
536165,1,22,2,2019,Primer semestre,11,319,5,147
536167,1,21,2,2020,Primer semestre,11,84,5,147
536168,2,21,2,2018,Primer semestre,11,231,5,147
536191,1,24,2,2016,Primer semestre,10,210,5,147
536278,2,21,2,2019,Primer semestre,11,231,5,147
536279,2,21,2,2019,Primer semestre,10,77,5,147
536305,1,22,2,2019,Primer semestre,10,57,5,147
536370,2,21,2,2019,Primer semestre,6,18,5,147
536454,2,23,2,2017,Primer semestre,10,216,5,147
536487,1,20,2,2019,Primer semestre,10,214,11,147
536545,1,21,2,2019,Primer semestre,11,26,5,147
536561,1,19,1,2021,Primer semestre,1,281,9,147
536845,1,21,2,2019,Primer semestre,10,318,5,147
536989,2,23,2,2017,Primer semestre,10,214,5,147
537047,1,19,1,2021,Primer semestre,13,60,5,147
537089,2,19,1,2021,Primer semestre,1,66,5,147
537124,2,22,2,2018,Primer semestre,6,142,5,147
537150,1,21,2,2018,Primer semestre,2,222,5,147
537229,1,23,2,2017,Primer semestre,10,216,5,147
537239,1,55,6,2021,Primer semestre,8,221,5,147
537292,1,21,2,2020,Primer semestre,10,193,5,147
537316,2,22,2,2018,Primer semestre,9,83,5,147
537317,1,22,2,2018,Primer semestre,10,229,5,147
537468,1,24,2,2017,Primer semestre,10,82,5,147
537530,1,18,1,2021,Primer semestre,11,231,5,147
537590,2,19,1,2020,Primer semestre,5,120,5,147
537617,2,19,1,2021,Primer semestre,5,296,5,147
537849,2,43,6,2017,Primer semestre,10,229,5,147
538006,1,24,2,2016,Primer semestre,9,74,5,147
538015,2,31,4,2020,Primer semestre,1,54,2,147
538049,2,29,3,2017,Primer semestre,9,59,5,147
538090,1,29,3,2021,Primer semestre,1,281,5,147
538091,2,24,2,2016,Primer semestre,13,60,5,147
538101,2,21,2,2019,Primer semestre,13,182,5,147
538108,2,21,2,2019,Primer semestre,9,76,5,147
538224,1,27,3,2018,Primer semestre,15,124,2,147
538242,1,23,2,2017,Primer semestre,10,30,5,147
538243,2,19,1,2021,Primer semestre,7,295,5,147
538319,1,33,4,2018,Primer semestre,12,199,5,147
538571,1,18,1,2021,Primer semestre,10,318,5,147
538751,2,34,4,2021,Primer semestre,4,105,5,147
538901,2,29,3,2021,Primer semestre,8,227,5,147
538907,1,24,2,2018,Primer semestre,2,272,5,147
539088,1,23,2,2017,Primer semestre,11,61,5,147
539169,1,21,2,2020,Primer semestre,9,5,5,147
539273,1,21,2,2020,Primer semestre,10,185,3,147
539395,1,20,2,2020,Primer semestre,5,268,5,147
539408,1,32,4,2021,Primer semestre,1,24,5,147
539423,1,21,2,2019,Primer semestre,10,207,6,147
539571,1,21,2,2018,Primer semestre,10,204,6,147
539644,2,26,3,2019,Primer semestre,11,255,5,147
539662,1,23,2,2018,Primer semestre,10,216,5,147
539773,2,21,2,2019,Primer semestre,9,76,5,147
539832,2,27,3,2019,Primer semestre,10,214,5,147
539877,2,24,2,2021,Primer semestre,6,115,3,147
539895,1,21,2,2018,Primer semestre,2,284,5,147
539910,1,18,1,2021,Primer semestre,9,59,5,147
539941,1,21,2,2019,Primer semestre,6,70,5,147
539948,2,27,3,2021,Primer semestre,6,144,1,147
540030,2,23,2,2018,Primer semestre,6,18,3,147
540043,2,18,1,2021,Primer semestre,1,66,5,147
540137,1,22,2,2020,Primer semestre,1,281,5,147
540182,1,20,2,2020,Primer semestre,9,183,5,147
540190,2,40,6,2019,Primer semestre,8,226,5,147
540225,2,22,2,2018,Primer semestre,9,33,5,147
540310,1,22,2,2021,Primer semestre,13,64,5,147
540340,1,19,1,2020,Primer semestre,2,292,5,147
540364,1,19,1,2021,Primer semestre,11,231,5,147
540487,1,45,6,2020,Segundo semestre,3,248,9,147
540519,1,22,2,2018,Primer semestre,10,207,5,147
540534,2,27,3,2021,Primer semestre,4,283,5,147
540549,2,22,2,2021,Primer semestre,1,2,5,147
540581,2,21,2,2019,Primer semestre,1,2,3,147
540592,2,25,3,2017,Primer semestre,10,229,2,147
540620,2,24,2,2017,Primer semestre,11,188,5,147
540721,1,21,2,2020,Primer semestre,10,113,5,147
540736,2,19,1,2021,Primer semestre,9,33,5,147
540762,2,20,2,2020,Primer semestre,2,152,5,147
540828,1,20,2,2020,Primer semestre,10,63,5,147
540984,1,51,6,2021,Primer semestre,3,251,9,147
540988,1,19,1,2020,Primer semestre,10,216,5,147
540993,1,19,1,2021,Primer semestre,10,14,5,147
541095,1,26,3,2017,Primer semestre,10,229,4,147
541119,1,31,4,2020,Primer semestre,3,247,9,147
541142,1,22,2,2019,Primer semestre,11,231,5,147
541231,2,22,2,2019,Primer semestre,6,119,5,147
541461,2,18,1,2021,Primer semestre,6,149,5,147
541515,1,19,1,2021,Primer semestre,5,268,5,147
541535,1,23,2,2018,Primer semestre,8,304,5,147
541544,2,21,2,2021,Primer semestre,1,9,5,147
541549,1,20,2,2020,Primer semestre,6,4,5,147
541578,2,19,1,2021,Primer semestre,6,70,9,147
541712,1,19,1,2021,Primer semestre,1,308,5,147
541734,1,21,2,2020,Primer semestre,13,182,5,147
541753,1,22,2,2019,Primer semestre,10,318,5,147
541794,1,46,6,2021,Primer semestre,14,34,5,147
541802,1,19,1,2021,Primer semestre,2,279,5,147
541809,2,48,6,2021,Primer semestre,3,247,9,147
541821,1,24,2,2015,Primer semestre,9,33,5,147
541938,2,21,2,2019,Primer semestre,5,280,5,147
541966,1,29,3,2021,Primer semestre,7,295,5,147
541998,2,24,2,2018,Primer semestre,9,59,5,147
542115,1,19,1,2020,Primer semestre,10,195,5,147
542134,2,23,2,2018,Primer semestre,6,129,5,147
542140,1,25,3,2018,Primer semestre,15,27,5,147
542232,2,19,1,2021,Primer semestre,6,138,5,147
542349,2,39,5,2019,Primer semestre,8,227,5,147
542372,1,21,2,2021,Primer semestre,10,63,2,147
542497,2,31,4,2018,Primer semestre,14,234,5,147
542541,1,26,3,2021,Primer semestre,13,35,5,147
542588,2,22,2,2018,Primer semestre,11,319,5,147
542605,1,33,4,2021,Primer semestre,6,144,5,147
542652,1,24,2,2018,Primer semestre,15,317,5,147
542669,2,22,2,2021,Primer semestre,1,291,5,147
542714,1,29,3,2020,Primer semestre,1,281,5,147
542729,1,19,1,2021,Primer semestre,1,281,5,147
542767,2,22,2,2020,Primer semestre,8,226,5,147
542812,1,19,1,2021,Primer semestre,10,185,6,147
542849,1,21,2,2019,Primer semestre,2,284,5,147
543021,1,21,2,2019,Primer semestre,2,273,5,147
543060,1,23,2,2020,Primer semestre,10,63,5,147
543064,2,22,2,2020,Primer semestre,9,74,5,147
543101,1,27,3,2020,Primer semestre,5,260,5,147
543164,1,19,1,2021,Primer semestre,10,318,5,147
543218,2,33,4,2018,Primer semestre,12,199,5,147
543301,1,23,2,2021,Primer semestre,2,272,2,147
543321,2,19,1,2021,Primer semestre,11,312,5,147
543366,2,26,3,2021,Primer semestre,11,312,5,147
543430,2,20,2,2020,Primer semestre,10,30,5,147
543573,1,25,3,2016,Primer semestre,10,185,5,147
543588,1,49,6,2020,Segundo semestre,3,248,9,147
543644,1,27,3,2020,Primer semestre,3,253,9,147
543657,1,27,3,2014,Primer semestre,9,183,5,147
543710,2,40,6,2020,Primer semestre,3,247,9,147
543711,2,40,6,2021,Primer semestre,3,93,5,147
543774,1,20,2,2021,Primer semestre,8,305,5,147
543829,1,19,1,2020,Primer semestre,7,241,5,147
543834,2,22,2,2020,Primer semestre,6,142,3,147
543837,1,26,3,2019,Primer semestre,15,186,5,147
543964,2,20,2,2020,Primer semestre,1,9,5,147
543981,2,22,2,2017,Primer semestre,10,77,5,147
543982,2,23,2,2019,Primer semestre,6,70,5,147
544016,2,23,2,2018,Primer semestre,11,80,5,147
544044,2,29,3,2018,Primer semestre,9,59,5,147
544120,1,22,2,2018,Primer semestre,10,204,5,147
544222,1,19,1,2021,Primer semestre,7,295,5,147
544254,1,23,2,2017,Primer semestre,10,229,5,147
544259,2,20,2,2019,Primer semestre,10,57,5,147
544264,2,24,2,2016,Primer semestre,9,59,5,147
544277,1,21,2,2018,Primer semestre,10,113,5,147
544312,1,44,6,2020,Primer semestre,14,234,5,147
544334,1,22,2,2019,Primer semestre,15,145,3,147
544521,2,24,2,2018,Primer semestre,9,83,5,147
544537,2,24,2,2020,Primer semestre,15,115,3,147
544595,1,21,2,2021,Primer semestre,1,281,5,147
544706,2,21,2,2019,Primer semestre,10,210,5,147
544743,1,21,2,2019,Primer semestre,10,194,5,147
544767,2,24,2,2021,Primer semestre,2,223,5,147
544877,1,34,4,2021,Primer semestre,1,308,9,147
544887,1,24,2,2018,Primer semestre,10,210,5,147
544927,2,19,1,2020,Primer semestre,9,5,5,147
544985,1,38,5,2018,Primer semestre,13,32,5,147
545037,1,21,2,2018,Primer semestre,9,183,5,147
545038,2,21,2,2019,Primer semestre,6,119,5,147
545039,2,18,1,2021,Primer semestre,8,297,5,147
545087,1,24,2,2015,Primer semestre,10,63,5,147
545112,2,23,2,2020,Primer semestre,10,229,5,147
545208,1,20,2,2020,Primer semestre,10,57,5,147
545233,2,21,2,2019,Primer semestre,9,76,5,147
545263,1,22,2,2018,Primer semestre,9,59,5,147
545284,1,26,3,2016,Primer semestre,13,60,5,147
545313,1,20,2,2021,Primer semestre,10,63,4,147
545374,1,20,2,2020,Primer semestre,13,232,5,147
545483,2,19,1,2020,Primer semestre,11,84,5,147
545560,2,33,4,2021,Primer semestre,13,151,5,147
545585,1,23,2,2017,Primer semestre,10,216,5,147
545636,1,22,2,2021,Primer semestre,2,292,5,147
545683,2,21,2,2020,Primer semestre,6,137,3,147
545719,1,20,2,2020,Primer semestre,10,207,5,147
545720,2,20,2,2020,Primer semestre,10,38,5,147
545765,2,23,2,2021,Primer semestre,2,262,5,147
545780,1,19,1,2021,Primer semestre,10,113,5,147
545792,1,27,3,2016,Primer semestre,13,60,5,147
545829,2,21,2,2021,Primer semestre,10,210,5,147
545853,1,21,2,2020,Primer semestre,9,5,5,147
545862,2,20,2,2019,Primer semestre,15,115,5,147
545863,1,20,2,2019,Primer semestre,11,190,5,147
545918,1,18,1,2021,Primer semestre,9,183,5,147
545919,1,42,6,2020,Primer semestre,14,87,5,147
546030,2,21,2,2021,Primer semestre,1,66,5,147
546097,2,20,2,2019,Primer semestre,9,5,5,147
546098,1,19,1,2021,Primer semestre,10,63,5,147
546138,2,22,2,2020,Primer semestre,9,5,5,147
546339,2,24,2,2016,Primer semestre,9,33,5,147
546395,2,28,3,2020,Primer semestre,1,2,5,147
546492,1,24,2,2017,Primer semestre,11,190,5,147
546632,2,23,2,2020,Primer semestre,7,131,5,147
546642,1,39,5,2019,Primer semestre,3,250,9,147
546646,2,22,2,2019,Primer semestre,6,20,5,147
546807,2,19,1,2021,Primer semestre,10,14,5,147
546941,1,19,1,2021,Primer semestre,2,272,5,147
546942,2,19,1,2020,Primer semestre,6,129,5,147
546965,2,24,2,2017,Primer semestre,9,83,5,147
547057,1,19,1,2020,Primer semestre,10,211,5,147
547165,1,36,5,2021,Primer semestre,8,299,5,147
547169,1,23,2,2021,Primer semestre,1,66,5,147
547286,2,24,2,2020,Primer semestre,15,132,3,147
547287,1,24,2,2016,Primer semestre,13,196,5,147
547321,2,22,2,2019,Primer semestre,11,188,5,147
547329,1,21,2,2021,Primer semestre,13,60,5,147
547400,1,22,2,2018,Primer semestre,11,190,5,147
547522,1,21,2,2020,Primer semestre,5,280,5,147
547533,2,29,3,2020,Primer semestre,1,316,5,147
547535,2,25,3,2017,Primer semestre,1,54,5,147
547626,2,24,2,2019,Primer semestre,11,84,5,147
547664,1,26,3,2016,Primer semestre,9,59,5,147
547700,2,21,2,2019,Primer semestre,9,5,5,147
547707,2,27,3,2014,Primer semestre,11,61,5,147
547737,2,21,2,2020,Primer semestre,1,309,5,147
547827,1,24,2,2016,Primer semestre,9,183,5,147
548016,2,22,2,2017,Primer semestre,10,194,5,147
548017,1,22,2,2017,Primer semestre,10,211,5,147
548079,2,19,1,2020,Primer semestre,10,77,6,147
548083,2,25,3,2019,Primer semestre,11,188,5,147
548159,2,27,3,2019,Primer semestre,6,20,5,147
548160,2,27,3,2020,Primer semestre,3,247,9,147
548223,1,21,2,2019,Primer semestre,7,241,5,147
548271,2,19,1,2020,Primer semestre,1,66,5,147
548272,2,19,1,2021,Primer semestre,10,214,11,147
548313,1,23,2,2017,Primer semestre,10,30,5,147
548314,2,23,2,2017,Primer semestre,13,32,5,147
548323,1,19,1,2020,Primer semestre,10,204,5,147
548402,1,19,1,2021,Primer semestre,9,59,5,147
548418,1,18,1,2021,Primer semestre,10,207,5,147
548500,1,28,3,2021,Primer semestre,9,183,5,147
548659,2,34,4,2021,Primer semestre,6,20,5,147
548763,1,24,2,2016,Primer semestre,10,63,5,147
548791,2,22,2,2019,Primer semestre,7,131,5,147
548792,1,22,2,2018,Primer semestre,10,30,5,147
548809,1,23,2,2020,Primer semestre,8,304,5,147
548854,2,19,1,2021,Primer semestre,1,66,9,147
548921,2,22,2,2018,Primer semestre,9,5,5,147
548952,1,20,2,2019,Primer semestre,13,32,5,147
549032,2,31,4,2016,Primer semestre,13,232,3,147
549155,1,19,1,2021,Primer semestre,1,66,9,147
549312,2,24,2,2017,Primer semestre,13,151,5,147
549318,2,19,1,2020,Primer semestre,6,136,5,147
549420,1,22,2,2019,Primer semestre,11,190,5,147
549421,1,19,1,2021,Primer semestre,10,57,5,147
549444,1,27,3,2019,Primer semestre,8,227,5,147
549456,2,20,2,2021,Primer semestre,1,263,5,147
549515,2,39,5,2021,Primer semestre,4,135,5,147
549761,2,21,2,2018,Primer semestre,9,5,6,147
549828,1,19,1,2021,Primer semestre,13,232,5,147
549837,1,26,3,2021,Primer semestre,2,294,5,147
549857,1,34,4,2021,Primer semestre,4,245,5,147
549863,1,22,2,2019,Primer semestre,9,83,5,147
549965,2,19,1,2020,Primer semestre,10,82,5,147
550066,2,24,2,2018,Primer semestre,15,115,5,147
550297,2,22,2,2019,Primer semestre,2,222,5,147
550334,2,19,1,2021,Primer semestre,9,5,5,147
550402,2,21,2,2021,Primer semestre,2,246,5,147
550523,1,52,6,2020,Segundo semestre,11,173,5,147
550704,2,24,2,2016,Primer semestre,9,5,5,147
550741,1,24,2,2016,Primer semestre,10,63,5,147
550777,2,19,1,2021,Primer semestre,1,179,5,147
550787,2,22,2,2019,Primer semestre,9,5,5,147
550824,1,25,3,2020,Primer semestre,10,204,5,147
550923,2,28,3,2021,Primer semestre,13,60,5,147
551018,1,18,1,2021,Primer semestre,11,190,5,147
551080,2,26,3,2014,Primer semestre,10,77,5,147
551185,1,34,4,2021,Primer semestre,8,299,5,147
551298,1,19,1,2020,Primer semestre,10,14,5,147
551372,2,26,3,2017,Primer semestre,10,82,5,147
551409,2,24,2,2015,Primer semestre,9,33,5,147
551421,1,21,2,2021,Primer semestre,6,70,3,147
551578,2,19,1,2021,Primer semestre,6,144,5,147
551597,2,24,2,2021,Primer semestre,6,115,1,147
551632,2,29,3,2017,Primer semestre,15,317,5,147
551633,2,27,3,2021,Primer semestre,7,131,5,147
551664,2,25,3,2020,Primer semestre,6,137,1,147
551765,1,25,3,2021,Primer semestre,15,85,2,147
551775,1,20,2,2021,Primer semestre,10,185,5,147
551777,1,25,3,2021,Primer semestre,2,294,5,147
551790,2,22,2,2019,Primer semestre,10,204,5,147
551865,2,20,2,2019,Primer semestre,10,216,5,147
551883,1,26,3,2015,Primer semestre,9,73,5,147
551920,1,22,2,2019,Primer semestre,15,186,5,147
551938,2,19,1,2021,Primer semestre,2,267,5,147
551954,2,40,6,2018,Primer semestre,13,35,5,147
552004,1,21,2,2021,Primer semestre,2,279,5,147
552008,1,19,1,2021,Primer semestre,5,280,5,147
552041,2,31,4,2021,Primer semestre,8,307,5,147
552047,1,34,4,2021,Primer semestre,3,239,5,147
552080,1,23,2,2017,Primer semestre,10,229,5,147
552157,1,19,1,2021,Primer semestre,10,82,5,147
552223,1,21,2,2021,Primer semestre,5,280,5,147
552241,1,24,2,2021,Primer semestre,5,268,5,147
552367,1,22,2,2020,Primer semestre,6,70,1,147
552370,1,23,2,2017,Primer semestre,11,61,5,147
552377,1,29,3,2016,Primer semestre,13,151,5,147
552378,1,19,1,2021,Primer semestre,1,321,5,147
552516,1,22,2,2018,Primer semestre,10,113,5,147
552724,1,25,3,2018,Primer semestre,6,40,5,147
552732,2,46,6,2017,Primer semestre,10,30,5,147
552793,2,24,2,2021,Primer semestre,2,222,5,147
552855,2,19,1,2021,Primer semestre,9,33,3,147
552885,2,22,2,2021,Primer semestre,5,280,5,147
552966,1,35,5,2021,Primer semestre,3,257,9,147
552994,1,22,2,2021,Primer semestre,13,235,5,147
553216,2,36,5,2021,Primer semestre,6,71,3,147
553265,2,23,2,2016,Primer semestre,10,39,5,147
553278,1,24,2,2020,Primer semestre,10,38,5,147
553306,2,23,2,2017,Primer semestre,9,59,5,147
553518,2,46,6,2020,Primer semestre,3,259,9,147
553521,2,33,4,2019,Primer semestre,7,22,5,147
553530,1,19,1,2021,Primer semestre,10,214,5,147
553581,2,24,2,2017,Primer semestre,10,57,10,147
553586,2,24,2,2017,Primer semestre,4,245,5,147
553636,2,21,2,2020,Primer semestre,2,222,5,147
553656,2,50,6,2019,Primer semestre,5,278,5,147
553658,1,22,2,2017,Primer semestre,10,194,5,147
553798,1,24,2,2018,Primer semestre,10,82,4,147
553829,1,24,2,2017,Primer semestre,13,60,5,147
553862,1,19,1,2021,Primer semestre,1,7,5,147
553948,1,22,2,2020,Primer semestre,10,113,5,147
554089,2,24,2,2021,Primer semestre,1,56,5,147
554131,2,29,3,2020,Primer semestre,13,235,5,147
554227,2,23,2,2018,Primer semestre,6,149,5,147
554251,1,24,2,2017,Primer semestre,14,62,5,147
